"Z.nm.","X.nm.","Y.nm.","Genomic.coordinate","Chromosome.copy.number"
3359,17894,12196,"chr2:216500001-216550001",2368
3687,18517,13014,"chr2:216750001-216800001",2368
3716,19285,13072,"chr2:217000001-217050001",2368
3824,18745,13261,"chr2:217250001-217300001",2368
3777,18367,12682,"chr2:217500001-217550001",2368
3634,18701,13108,"chr2:217750001-217800001",2368
3799,18875,12876,"chr2:218000001-218050001",2368
3779,18569,13465,"chr2:218250001-218300001",2368
3665,18418,13286,"chr2:218500001-218550001",2368
3829,18273,13221,"chr2:218750001-218800001",2368
3583,18515,13356,"chr2:219000001-219050001",2368
3426,18598,13385,"chr2:219250001-219300001",2368
3807,18845,13292,"chr2:219500001-219550001",2368
3823,19420,13201,"chr2:219750001-219800001",2368
3021,18867,13071,"chr2:220000001-220050001",2368
3789,19108,13607,"chr2:220250001-220300001",2368
4019,19235,13425,"chr2:220500001-220550001",2368
3761,19276,13602,"chr2:220750001-220800001",2368
3641,19117,13366,"chr2:221000001-221050001",2368
4043,19443,13071,"chr2:221250001-221300001",2368
3608,19455,13193,"chr2:221500001-221550001",2368
3967,19490,12943,"chr2:221750001-221800001",2368
4144,19398,13083,"chr2:222000001-222050001",2368
3665,18728,13242,"chr2:222250001-222300001",2368
4067,18924,13364,"chr2:222500001-222550001",2368
3977,18259,13529,"chr2:222750001-222800001",2368
4007,18361,13085,"chr2:223000001-223050001",2368
4275,18347,13307,"chr2:223250001-223300001",2368
3945,18622,13508,"chr2:223500001-223550001",2368
3857,18607,13264,"chr2:223750001-223800001",2368
3699,18821,13053,"chr2:224000001-224050001",2368
3660,18784,12844,"chr2:224250001-224300001",2368
3558,18665,12700,"chr2:224500001-224550001",2368
3655,19032,12688,"chr2:224750001-224800001",2368
3333,18746,11758,"chr2:225000001-225050001",2368
2970,17829,12287,"chr2:225250001-225300001",2368
3638,19254,12332,"chr2:225500001-225550001",2368
3778,19102,12262,"chr2:225750001-225800001",2368
3619,18774,12089,"chr2:226000001-226050001",2368
4081,18677,12590,"chr2:226250001-226300001",2368
3810,18821,12335,"chr2:226500001-226550001",2368
3558,18890,12399,"chr2:226750001-226800001",2368
3647,19083,12208,"chr2:227000001-227050001",2368
3996,18583,12628,"chr2:227250001-227300001",2368
3827,19091,12719,"chr2:227500001-227550001",2368
3739,19255,12551,"chr2:227750001-227800001",2368
3953,19143,12628,"chr2:228000001-228050001",2368
3933,18947,12605,"chr2:228250001-228300001",2368
3829,19125,12725,"chr2:228500001-228550001",2368
3954,18899,12844,"chr2:228750001-228800001",2368
3634,19215,12748,"chr2:229000001-229050001",2368
3804,19032,12657,"chr2:229250001-229300001",2368
3779,19443,12949,"chr2:229500001-229550001",2368
3824,19115,13084,"chr2:229750001-229800001",2368
3997,19120,13093,"chr2:230000001-230050001",2368
3767,18778,13371,"chr2:230250001-230300001",2368
3408,18785,13180,"chr2:230500001-230550001",2368
3826,18925,13462,"chr2:230750001-230800001",2368
3839,19088,13412,"chr2:231000001-231050001",2368
3890,18910,13706,"chr2:231250001-231300001",2368
3770,19610,13371,"chr2:231500001-231550001",2368
3959,19259,13687,"chr2:231750001-231800001",2368
3844,19382,13471,"chr2:232000001-232050001",2368
3822,19309,13606,"chr2:232250001-232300001",2368
4051,18834,13052,"chr2:232500001-232550001",2368
3876,18729,13302,"chr2:232750001-232800001",2368
4204,18863,13255,"chr2:233000001-233050001",2368
4130,18690,13527,"chr2:233250001-233300001",2368
3891,18446,13553,"chr2:233500001-233550001",2368
4093,18708,14182,"chr2:233750001-233800001",2368
4598,17531,13524,"chr2:234000001-234050001",2368
3919,18756,13690,"chr2:234250001-234300001",2368
3845,18617,13845,"chr2:234500001-234550001",2368
3770,18179,13864,"chr2:234750001-234800001",2368
3999,18371,13618,"chr2:235000001-235050001",2368
3810,18745,14014,"chr2:235250001-235300001",2368
3893,18509,13960,"chr2:235500001-235550001",2368
4012,18565,13941,"chr2:235750001-235800001",2368
4203,18462,14103,"chr2:236000001-236050001",2368
4077,18677,14033,"chr2:236250001-236300001",2368
4079,18668,14147,"chr2:236500001-236550001",2368
4088,18598,13849,"chr2:236750001-236800001",2368
4200,18470,14194,"chr2:237000001-237050001",2368
3853,18253,14189,"chr2:237250001-237300001",2368
3859,18553,14258,"chr2:237500001-237550001",2368
3770,18445,13912,"chr2:237750001-237800001",2368
3779,18481,13690,"chr2:238000001-238050001",2368
3629,18692,14057,"chr2:238250001-238300001",2368
3578,18575,13771,"chr2:238500001-238550001",2368
3990,18566,14114,"chr2:238750001-238800001",2368
3811,18667,14316,"chr2:239000001-239050001",2368
4259,19610,13902,"chr2:239250001-239300001",2368
4045,19071,14167,"chr2:239500001-239550001",2368
4167,19017,14260,"chr2:239750001-239800001",2368
4046,18767,14249,"chr2:240000001-240050001",2368
3957,19164,14251,"chr2:240250001-240300001",2368
4192,19085,14113,"chr2:240500001-240550001",2368
4171,19218,14027,"chr2:240750001-240800001",2368
3935,19280,14227,"chr2:241000001-241050001",2368
3628,19013,13941,"chr2:241250001-241300001",2368
3847,19007,13935,"chr2:241500001-241550001",2368
3830,19086,14126,"chr2:241750001-241800001",2368
3002,17220,12391,"chr2:242000001-242050001",2368
2993,11961,13615,"chr2:1-50001",2862
2892,11666,13805,"chr2:250001-300001",2862
2457,10883,12636,"chr2:500001-550001",2862
2611,11500,14164,"chr2:750001-800001",2862
2869,10649,13329,"chr2:1000001-1050001",2862
2655,10715,13480,"chr2:1250001-1300001",2862
3008,11209,13193,"chr2:1500001-1550001",2862
2637,11687,13773,"chr2:1750001-1800001",2862
2780,10469,13070,"chr2:2000001-2050001",2862
2617,10540,12685,"chr2:2250001-2300001",2862
2596,10889,12808,"chr2:2500001-2550001",2862
2743,10471,13115,"chr2:2750001-2800001",2862
2922,10656,13891,"chr2:3000001-3050001",2862
2670,10732,13019,"chr2:3250001-3300001",2862
2988,10445,13058,"chr2:3500001-3550001",2862
2918,10294,12997,"chr2:3750001-3800001",2862
2982,10995,13450,"chr2:4000001-4050001",2862
2641,10318,13320,"chr2:4250001-4300001",2862
3063,10380,13317,"chr2:4500001-4550001",2862
2846,10425,13437,"chr2:4750001-4800001",2862
2814,10544,13477,"chr2:5000001-5050001",2862
2802,11117,13254,"chr2:5250001-5300001",2862
2999,9993,13214,"chr2:5500001-5550001",2862
2958,10487,13290,"chr2:5750001-5800001",2862
2985,10234,13462,"chr2:6000001-6050001",2862
2962,11667,13939,"chr2:6250001-6300001",2862
2951,10402,13247,"chr2:6500001-6550001",2862
3022,10162,13316,"chr2:6750001-6800001",2862
2664,10436,12730,"chr2:7000001-7050001",2862
2674,10541,12658,"chr2:7250001-7300001",2862
2842,10862,13449,"chr2:7500001-7550001",2862
2822,11702,13903,"chr2:7750001-7800001",2862
2807,10788,13505,"chr2:8000001-8050001",2862
2417,12495,13853,"chr2:8250001-8300001",2862
3219,11037,13388,"chr2:8500001-8550001",2862
3209,11686,14049,"chr2:8750001-8800001",2862
2799,10884,12760,"chr2:9000001-9050001",2862
3050,11786,12275,"chr2:9250001-9300001",2862
2876,11488,12621,"chr2:9500001-9550001",2862
2561,11653,13871,"chr2:9750001-9800001",2862
2532,11805,13353,"chr2:10000001-10050001",2862
3597,10733,12181,"chr2:10250001-10300001",2862
2829,10709,13508,"chr2:10500001-10550001",2862
2789,11690,13867,"chr2:10750001-10800001",2862
3048,12363,16000,"chr2:11000001-11050001",2862
3400,11222,14280,"chr2:11250001-11300001",2862
2845,10825,13491,"chr2:11500001-11550001",2862
2128,12857,15084,"chr2:11750001-11800001",2862
2778,10798,13483,"chr2:12000001-12050001",2862
2799,11873,13940,"chr2:12250001-12300001",2862
3131,11431,12282,"chr2:12500001-12550001",2862
2824,11150,12034,"chr2:12750001-12800001",2862
2787,11056,12362,"chr2:13000001-13050001",2862
2361,10984,12059,"chr2:13250001-13300001",2862
3485,10783,12982,"chr2:13500001-13550001",2862
2646,11832,14001,"chr2:13750001-13800001",2862
2593,10910,12308,"chr2:14000001-14050001",2862
2568,11100,12131,"chr2:14250001-14300001",2862
3280,11006,13529,"chr2:14500001-14550001",2862
2464,13583,15286,"chr2:14750001-14800001",2862
2813,10733,13517,"chr2:15000001-15050001",2862
2406,11137,13142,"chr2:15250001-15300001",2862
2764,11222,12356,"chr2:15500001-15550001",2862
2813,10912,13255,"chr2:15750001-15800001",2862
2509,11591,12338,"chr2:16000001-16050001",2862
2403,10577,12558,"chr2:16250001-16300001",2862
2434,11645,12520,"chr2:16500001-16550001",2862
2512,11496,12375,"chr2:16750001-16800001",2862
2589,11853,12543,"chr2:17000001-17050001",2862
2592,11483,12638,"chr2:17250001-17300001",2862
2783,11758,12312,"chr2:17500001-17550001",2862
2787,10490,13166,"chr2:17750001-17800001",2862
3168,11356,12346,"chr2:18000001-18050001",2862
3002,11225,12344,"chr2:18250001-18300001",2862
2923,11457,12698,"chr2:18500001-18550001",2862
3093,10942,12268,"chr2:18750001-18800001",2862
2723,12020,12459,"chr2:19000001-19050001",2862
3372,11220,12224,"chr2:19250001-19300001",2862
2973,11318,11962,"chr2:19500001-19550001",2862
2681,11837,13923,"chr2:19750001-19800001",2862
2968,11520,12667,"chr2:20000001-20050001",2862
2848,11560,12873,"chr2:20250001-20300001",2862
2892,11677,12749,"chr2:20500001-20550001",2862
2628,11674,12631,"chr2:20750001-20800001",2862
2796,11634,12875,"chr2:21000001-21050001",2862
2586,11469,12891,"chr2:21250001-21300001",2862
2640,11475,13290,"chr2:21500001-21550001",2862
2702,11493,13075,"chr2:21750001-21800001",2862
2604,11587,12625,"chr2:22000001-22050001",2862
2631,11359,13292,"chr2:22250001-22300001",2862
2686,11276,13330,"chr2:22500001-22550001",2862
2431,11452,12844,"chr2:22750001-22800001",2862
2616,11099,12887,"chr2:23000001-23050001",2862
2502,11788,12810,"chr2:23250001-23300001",2862
2675,11429,12676,"chr2:23500001-23550001",2862
2784,11554,12782,"chr2:23750001-23800001",2862
3067,11703,12796,"chr2:24000001-24050001",2862
3073,11561,13074,"chr2:24250001-24300001",2862
3166,11464,13292,"chr2:24500001-24550001",2862
3151,11681,13359,"chr2:24750001-24800001",2862
3041,11809,13668,"chr2:25000001-25050001",2862
2811,11750,13460,"chr2:25250001-25300001",2862
2976,11822,13009,"chr2:25500001-25550001",2862
2866,11752,12898,"chr2:25750001-25800001",2862
3148,11907,15095,"chr2:26000001-26050001",2862
2614,11719,13861,"chr2:26250001-26300001",2862
2787,11850,13835,"chr2:26500001-26550001",2862
3367,11531,12976,"chr2:26750001-26800001",2862
2992,11240,13113,"chr2:27000001-27050001",2862
2824,11653,13813,"chr2:27250001-27300001",2862
2737,11255,13041,"chr2:27500001-27550001",2862
3030,11299,13385,"chr2:27750001-27800001",2862
2943,11314,13522,"chr2:28000001-28050001",2862
3038,12354,16002,"chr2:28250001-28300001",2862
2838,11278,13199,"chr2:28500001-28550001",2862
2856,11368,13180,"chr2:28750001-28800001",2862
2672,10994,13640,"chr2:29000001-29050001",2862
2650,11161,13490,"chr2:29250001-29300001",2862
2713,11237,13478,"chr2:29500001-29550001",2862
2603,11341,13526,"chr2:29750001-29800001",2862
2776,10970,13417,"chr2:30000001-30050001",2862
2950,10756,13290,"chr2:30250001-30300001",2862
2859,10747,13306,"chr2:30500001-30550001",2862
2770,10759,13534,"chr2:30750001-30800001",2862
2701,10765,13427,"chr2:31000001-31050001",2862
3011,10601,13447,"chr2:31250001-31300001",2862
2772,10660,13562,"chr2:31500001-31550001",2862
2891,10818,13494,"chr2:31750001-31800001",2862
2987,10902,13480,"chr2:32000001-32050001",2862
3206,10812,13908,"chr2:32250001-32300001",2862
3041,11272,13750,"chr2:32500001-32550001",2862
3573,11377,14273,"chr2:32750001-32800001",2862
3364,11276,14297,"chr2:33000001-33050001",2862
3211,11125,14226,"chr2:33250001-33300001",2862
2959,12017,14074,"chr2:33500001-33550001",2862
2593,11804,13680,"chr2:33750001-33800001",2862
2559,11694,13844,"chr2:34000001-34050001",2862
2638,11603,14031,"chr2:34250001-34300001",2862
2617,11817,14149,"chr2:34500001-34550001",2862
2739,11993,14075,"chr2:34750001-34800001",2862
2319,12083,13946,"chr2:35000001-35050001",2862
2765,11751,14236,"chr2:35250001-35300001",2862
2514,11952,14041,"chr2:35500001-35550001",2862
2512,11785,13842,"chr2:35750001-35800001",2862
2435,11725,13758,"chr2:36000001-36050001",2862
2665,11687,13840,"chr2:36250001-36300001",2862
2653,11730,13582,"chr2:36500001-36550001",2862
2797,11453,13886,"chr2:36750001-36800001",2862
2951,11512,13922,"chr2:37000001-37050001",2862
3215,11640,14251,"chr2:37250001-37300001",2862
2690,10851,14705,"chr2:37500001-37550001",2862
3385,11605,14664,"chr2:37750001-37800001",2862
3571,11869,15050,"chr2:38250001-38300001",2862
3539,11778,14654,"chr2:38500001-38550001",2862
3476,11940,14983,"chr2:38750001-38800001",2862
3399,12010,14927,"chr2:39000001-39050001",2862
3639,11702,14739,"chr2:39250001-39300001",2862
3014,11935,15537,"chr2:39500001-39550001",2862
3233,12284,15354,"chr2:39750001-39800001",2862
3011,12295,15388,"chr2:40000001-40050001",2862
2888,12390,15393,"chr2:40250001-40300001",2862
3813,12173,14565,"chr2:40500001-40550001",2862
2979,12222,15257,"chr2:40750001-40800001",2862
2681,12497,15401,"chr2:41000001-41050001",2862
2821,12462,15268,"chr2:41250001-41300001",2862
2717,12343,15211,"chr2:41500001-41550001",2862
2722,12128,15458,"chr2:41750001-41800001",2862
3072,11736,12929,"chr2:42000001-42050001",2862
3283,12304,15069,"chr2:42250001-42300001",2862
3066,11939,15333,"chr2:42500001-42550001",2862
3070,12458,15075,"chr2:42750001-42800001",2862
2731,12354,15158,"chr2:43000001-43050001",2862
3224,12187,14716,"chr2:43250001-43300001",2862
2972,12699,15864,"chr2:43500001-43550001",2862
3666,12000,15054,"chr2:43750001-43800001",2862
3313,12255,14742,"chr2:44000001-44050001",2862
3096,12397,15118,"chr2:44250001-44300001",2862
3200,11881,14460,"chr2:44500001-44550001",2862
3401,12558,14285,"chr2:44750001-44800001",2862
3184,12006,14252,"chr2:45000001-45050001",2862
3124,12133,14298,"chr2:45250001-45300001",2862
3026,11955,14523,"chr2:45500001-45550001",2862
3246,12065,14818,"chr2:45750001-45800001",2862
2990,12219,14519,"chr2:46000001-46050001",2862
2760,11914,14504,"chr2:46250001-46300001",2862
2968,11971,14142,"chr2:46500001-46550001",2862
3249,10753,13781,"chr2:46750001-46800001",2862
2984,11993,14361,"chr2:47000001-47050001",2862
3014,11909,13725,"chr2:47250001-47300001",2862
2100,12554,14133,"chr2:47500001-47550001",2862
2602,12139,13844,"chr2:47750001-47800001",2862
2575,12544,14501,"chr2:48000001-48050001",2862
2600,12438,14431,"chr2:48250001-48300001",2862
2791,12281,14495,"chr2:48500001-48550001",2862
2813,11879,14015,"chr2:48750001-48800001",2862
3027,12067,14331,"chr2:49000001-49050001",2862
3210,11405,13588,"chr2:49250001-49300001",2862
2529,12351,14105,"chr2:49500001-49550001",2862
2430,12687,14114,"chr2:49750001-49800001",2862
2498,12328,13672,"chr2:50000001-50050001",2862
2624,12350,14279,"chr2:50250001-50300001",2862
3000,12062,14106,"chr2:50500001-50550001",2862
3049,11741,13943,"chr2:50750001-50800001",2862
2801,11638,13996,"chr2:51000001-51050001",2862
2970,11611,14343,"chr2:51250001-51300001",2862
2805,11794,14184,"chr2:51500001-51550001",2862
3011,11547,14457,"chr2:51750001-51800001",2862
2814,11933,13935,"chr2:52000001-52050001",2862
2339,12179,14163,"chr2:52250001-52300001",2862
3051,11368,14231,"chr2:52500001-52550001",2862
3093,11495,14541,"chr2:52750001-52800001",2862
2753,11755,14109,"chr2:53000001-53050001",2862
3003,11558,13862,"chr2:53250001-53300001",2862
3242,11970,14556,"chr2:53500001-53550001",2862
3224,11456,13898,"chr2:53750001-53800001",2862
3183,11824,14540,"chr2:54000001-54050001",2862
3219,11428,14450,"chr2:54250001-54300001",2862
3181,11899,14818,"chr2:54500001-54550001",2862
3200,11841,14420,"chr2:54750001-54800001",2862
3202,11774,14362,"chr2:55000001-55050001",2862
2895,11961,14803,"chr2:55250001-55300001",2862
3166,12003,14909,"chr2:55500001-55550001",2862
2847,11709,14749,"chr2:55750001-55800001",2862
2822,11571,15205,"chr2:56000001-56050001",2862
3029,11859,14862,"chr2:56250001-56300001",2862
2667,11709,14510,"chr2:56500001-56550001",2862
2721,11705,14289,"chr2:56750001-56800001",2862
2593,11934,14225,"chr2:57000001-57050001",2862
2795,12005,15162,"chr2:57250001-57300001",2862
2840,11811,15120,"chr2:57500001-57550001",2862
2905,11059,14562,"chr2:57750001-57800001",2862
3209,11290,14770,"chr2:58000001-58050001",2862
2792,11240,14686,"chr2:58250001-58300001",2862
3037,11425,14406,"chr2:58500001-58550001",2862
2994,11220,14608,"chr2:58750001-58800001",2862
3009,12313,16003,"chr2:59000001-59050001",2862
2878,11543,14532,"chr2:59250001-59300001",2862
2856,11389,14530,"chr2:59500001-59550001",2862
2560,11531,14558,"chr2:59750001-59800001",2862
2838,11184,14540,"chr2:60000001-60050001",2862
2979,11224,14250,"chr2:60250001-60300001",2862
3410,11372,13961,"chr2:60750001-60800001",2862
3440,11328,14021,"chr2:61000001-61050001",2862
3649,11195,13382,"chr2:61250001-61300001",2862
3628,11257,13295,"chr2:61500001-61550001",2862
3481,10968,12805,"chr2:61750001-61800001",2862
4441,11572,12852,"chr2:62000001-62050001",2862
3659,11251,12641,"chr2:62250001-62300001",2862
3795,11343,12483,"chr2:62500001-62550001",2862
3936,11219,12791,"chr2:62750001-62800001",2862
3969,11249,12594,"chr2:63000001-63050001",2862
3875,11102,12468,"chr2:63250001-63300001",2862
3378,10872,12661,"chr2:63500001-63550001",2862
3434,10732,12583,"chr2:63750001-63800001",2862
3013,11029,13339,"chr2:64000001-64050001",2862
3399,10825,12229,"chr2:64250001-64300001",2862
3173,10723,12530,"chr2:64500001-64550001",2862
3264,10924,12543,"chr2:64750001-64800001",2862
2853,10748,12830,"chr2:65000001-65050001",2862
3145,10812,12276,"chr2:65250001-65300001",2862
3758,10952,14363,"chr2:65500001-65550001",2862
2698,11097,13205,"chr2:65750001-65800001",2862
2738,11177,13052,"chr2:66000001-66050001",2862
2665,11029,12875,"chr2:66250001-66300001",2862
3011,11421,13380,"chr2:66500001-66550001",2862
2804,11040,12454,"chr2:66750001-66800001",2862
2776,11783,14020,"chr2:67000001-67050001",2862
2704,10774,12745,"chr2:67250001-67300001",2862
2805,11096,12769,"chr2:67500001-67550001",2862
2934,10808,13081,"chr2:67750001-67800001",2862
2759,10830,12767,"chr2:68000001-68050001",2862
3025,11140,12878,"chr2:68250001-68300001",2862
3133,11051,12864,"chr2:68500001-68550001",2862
3080,11074,12804,"chr2:68750001-68800001",2862
3121,11182,12594,"chr2:69000001-69050001",2862
2848,11224,12336,"chr2:69250001-69300001",2862
3156,11211,13077,"chr2:69500001-69550001",2862
3261,11296,13140,"chr2:69750001-69800001",2862
2843,11367,13527,"chr2:70000001-70050001",2862
3225,11697,13613,"chr2:70250001-70300001",2862
2865,11484,14153,"chr2:70500001-70550001",2862
3449,12224,13879,"chr2:70750001-70800001",2862
3210,11979,14467,"chr2:71000001-71050001",2862
3605,12166,14787,"chr2:71250001-71300001",2862
2927,12288,14569,"chr2:71500001-71550001",2862
3371,12439,14899,"chr2:71750001-71800001",2862
3371,12432,15548,"chr2:72000001-72050001",2862
3411,12091,15132,"chr2:72250001-72300001",2862
3191,12284,15616,"chr2:72500001-72550001",2862
3376,12391,15183,"chr2:72750001-72800001",2862
3174,11582,14423,"chr2:73000001-73050001",2862
2954,12127,15754,"chr2:73250001-73300001",2862
2579,12211,15534,"chr2:73500001-73550001",2862
3556,12175,15418,"chr2:73750001-73800001",2862
3400,11760,15885,"chr2:74000001-74050001",2862
3190,12088,15796,"chr2:74250001-74300001",2862
3326,12137,15720,"chr2:74500001-74550001",2862
3182,12472,15377,"chr2:74750001-74800001",2862
2992,12295,16019,"chr2:75000001-75050001",2862
3272,12251,15612,"chr2:75250001-75300001",2862
2792,11883,14256,"chr2:75500001-75550001",2862
2836,12382,15814,"chr2:75750001-75800001",2862
2655,12157,15266,"chr2:76000001-76050001",2862
2633,12106,15664,"chr2:76250001-76300001",2862
2683,12238,15593,"chr2:76500001-76550001",2862
2874,11918,15126,"chr2:76750001-76800001",2862
2780,11888,15234,"chr2:77000001-77050001",2862
2867,11977,15624,"chr2:77250001-77300001",2862
2798,12034,15379,"chr2:77500001-77550001",2862
3596,11572,16291,"chr2:77750001-77800001",2862
3013,12089,14988,"chr2:78000001-78050001",2862
2965,11573,14498,"chr2:78250001-78300001",2862
2655,11729,14715,"chr2:78500001-78550001",2862
3104,11984,14012,"chr2:78750001-78800001",2862
2658,11945,14412,"chr2:79000001-79050001",2862
2606,12326,14443,"chr2:79250001-79300001",2862
2758,11602,14553,"chr2:79500001-79550001",2862
2779,11825,14825,"chr2:79750001-79800001",2862
3163,11965,15125,"chr2:80000001-80050001",2862
2777,11968,14600,"chr2:80250001-80300001",2862
2934,11332,14789,"chr2:80500001-80550001",2862
2969,11286,14798,"chr2:80750001-80800001",2862
2617,12558,14550,"chr2:81000001-81050001",2862
2619,11787,13937,"chr2:81250001-81300001",2862
2784,11755,14580,"chr2:81500001-81550001",2862
2651,11945,14711,"chr2:81750001-81800001",2862
2659,12225,14713,"chr2:82000001-82050001",2862
2239,11531,14575,"chr2:82250001-82300001",2862
2634,12121,14876,"chr2:82500001-82550001",2862
2739,12041,14707,"chr2:82750001-82800001",2862
2708,12174,14540,"chr2:83000001-83050001",2862
3216,13038,15861,"chr2:83250001-83300001",2862
2511,12035,15104,"chr2:83500001-83550001",2862
2586,12449,14984,"chr2:83750001-83800001",2862
2650,12104,15433,"chr2:84000001-84050001",2862
2989,11527,15124,"chr2:84250001-84300001",2862
3237,11566,15081,"chr2:84500001-84550001",2862
3500,11756,15079,"chr2:84750001-84800001",2862
3626,11429,14681,"chr2:85000001-85050001",2862
3398,11382,14809,"chr2:85250001-85300001",2862
3542,11770,14832,"chr2:85500001-85550001",2862
3797,11611,15511,"chr2:85750001-85800001",2862
3398,11855,15549,"chr2:86000001-86050001",2862
3143,11594,15539,"chr2:86250001-86300001",2862
3005,11656,15170,"chr2:86500001-86550001",2862
2979,11655,15460,"chr2:86750001-86800001",2862
3203,11847,15454,"chr2:87250001-87300001",2862
3174,11686,15451,"chr2:87500001-87550001",2862
3033,11891,15673,"chr2:88000001-88050001",2862
2844,12025,15768,"chr2:88250001-88300001",2862
2873,12161,16056,"chr2:88500001-88550001",2862
2776,12549,15765,"chr2:88750001-88800001",2862
2685,12509,15387,"chr2:89000001-89050001",2862
2538,12285,14528,"chr2:89750001-89800001",2862
2868,12189,14662,"chr2:90000001-90050001",2862
2780,11269,14255,"chr2:91750001-91800001",2862
2563,11836,13508,"chr2:94750001-94800001",2862
2421,11238,12527,"chr2:95000001-95050001",2862
2617,11777,13917,"chr2:95250001-95300001",2862
2611,13169,14086,"chr2:95500001-95550001",2862
1930,12552,12211,"chr2:95750001-95800001",2862
2471,12126,12887,"chr2:96000001-96050001",2862
2382,11786,14160,"chr2:96250001-96300001",2862
2799,11624,12378,"chr2:96500001-96550001",2862
2809,11704,12271,"chr2:96750001-96800001",2862
2412,11815,12867,"chr2:97000001-97050001",2862
2984,11965,12597,"chr2:97750001-97800001",2862
2683,12169,12729,"chr2:98000001-98050001",2862
2980,12079,12531,"chr2:98250001-98300001",2862
2781,11988,12454,"chr2:98500001-98550001",2862
2763,12332,12547,"chr2:98750001-98800001",2862
2309,12356,13112,"chr2:99000001-99050001",2862
2408,12344,13093,"chr2:99250001-99300001",2862
2728,12306,12654,"chr2:99500001-99550001",2862
2238,12137,13069,"chr2:99750001-99800001",2862
2651,11787,12979,"chr2:100000001-100050001",2862
2588,12103,12837,"chr2:100250001-100300001",2862
2322,12626,13173,"chr2:100500001-100550001",2862
2760,12439,13061,"chr2:100750001-100800001",2862
2423,12685,12512,"chr2:101000001-101050001",2862
2436,13135,12810,"chr2:101250001-101300001",2862
2400,12864,12840,"chr2:101500001-101550001",2862
2498,12801,12563,"chr2:101750001-101800001",2862
2371,12933,12973,"chr2:102000001-102050001",2862
2383,12741,13533,"chr2:102250001-102300001",2862
2221,13071,13077,"chr2:102500001-102550001",2862
2458,12769,13235,"chr2:102750001-102800001",2862
2550,13155,13748,"chr2:103000001-103050001",2862
2542,12703,13742,"chr2:103250001-103300001",2862
2566,12530,13859,"chr2:103500001-103550001",2862
2410,12503,14180,"chr2:103750001-103800001",2862
2617,12746,14148,"chr2:104000001-104050001",2862
2420,12843,13642,"chr2:104250001-104300001",2862
2367,12502,13406,"chr2:104500001-104550001",2862
2387,12222,13294,"chr2:104750001-104800001",2862
2452,12110,12782,"chr2:105000001-105050001",2862
2580,11782,12490,"chr2:105250001-105300001",2862
2604,11901,13052,"chr2:105500001-105550001",2862
2663,11668,13079,"chr2:105750001-105800001",2862
2595,11777,12976,"chr2:106000001-106050001",2862
2428,12202,13001,"chr2:106250001-106300001",2862
2535,12149,12747,"chr2:106500001-106550001",2862
2739,11916,12930,"chr2:106750001-106800001",2862
2662,11793,13492,"chr2:107000001-107050001",2862
2507,12343,13256,"chr2:107250001-107300001",2862
2404,12455,13868,"chr2:107500001-107550001",2862
2204,12340,13818,"chr2:107750001-107800001",2862
2559,12719,14112,"chr2:108000001-108050001",2862
2609,13575,13384,"chr2:108250001-108300001",2862
2648,13583,13824,"chr2:108500001-108550001",2862
2280,13445,13912,"chr2:108750001-108800001",2862
2544,13599,13801,"chr2:109000001-109050001",2862
2649,13490,13372,"chr2:109250001-109300001",2862
2473,13137,13331,"chr2:109500001-109550001",2862
2703,12552,12767,"chr2:110750001-110800001",2862
2589,12741,14128,"chr2:111000001-111050001",2862
2703,12351,12508,"chr2:111250001-111300001",2862
2812,12372,12391,"chr2:111500001-111550001",2862
2778,11772,13939,"chr2:111750001-111800001",2862
3015,12341,12874,"chr2:112000001-112050001",2862
2764,12293,13064,"chr2:112250001-112300001",2862
2546,12177,13653,"chr2:112500001-112550001",2862
2684,12146,13527,"chr2:112750001-112800001",2862
2395,12289,13624,"chr2:113000001-113050001",2862
2624,11492,13509,"chr2:113250001-113300001",2862
2586,11987,13338,"chr2:113500001-113550001",2862
2769,11822,13160,"chr2:113750001-113800001",2862
2613,11986,13640,"chr2:114000001-114050001",2862
2631,11896,13734,"chr2:114250001-114300001",2862
2591,11969,13867,"chr2:114500001-114550001",2862
2411,12001,13538,"chr2:114750001-114800001",2862
2525,12224,13803,"chr2:115000001-115050001",2862
2570,12784,13953,"chr2:115250001-115300001",2862
2689,11680,13892,"chr2:115500001-115550001",2862
2517,12250,13854,"chr2:115750001-115800001",2862
2402,12583,13714,"chr2:116000001-116050001",2862
2551,12425,13817,"chr2:116250001-116300001",2862
1986,13265,13738,"chr2:116500001-116550001",2862
2221,12606,14027,"chr2:116750001-116800001",2862
2422,12536,13379,"chr2:117000001-117050001",2862
2075,12569,13912,"chr2:117250001-117300001",2862
2393,12886,13914,"chr2:117500001-117550001",2862
2443,13815,14079,"chr2:117750001-117800001",2862
2311,13355,14131,"chr2:118000001-118050001",2862
2387,13705,14799,"chr2:118250001-118300001",2862
2371,14191,14999,"chr2:118500001-118550001",2862
2364,14322,15037,"chr2:118750001-118800001",2862
2413,13621,14829,"chr2:119000001-119050001",2862
2446,13568,14991,"chr2:119250001-119300001",2862
2597,13184,14273,"chr2:119500001-119550001",2862
2608,12190,14862,"chr2:119750001-119800001",2862
2492,12622,13480,"chr2:120000001-120050001",2862
2578,12763,13610,"chr2:120250001-120300001",2862
2358,12634,14458,"chr2:120500001-120550001",2862
2643,13291,13953,"chr2:120750001-120800001",2862
