"chr","loc1","loc2","lg_balance","IQRs"
"chr14",46500000,82100000,-3.048,3.206
"chr14",46500000,82200000,-3.053,3.162
"chr14",46500000,82300000,-3.075,2.88
"chr14",46500000,82400000,-3.082,2.732
"chr14",46500000,82500000,-3.146,2.332
"chr14",46500000,82600000,-3.187,2.083
"chr14",46500000,87600000,-3.283,2.01
"chr14",46500000,97500000,-3.377,2.043
"chr14",46500000,97600000,-3.379,2.026
"chr14",46500000,97800000,-3.371,2.031
"chr14",46500000,9.8e+07,-3.336,2.268
"chr14",46500000,98100000,-3.348,2.174
"chr14",46500000,105500000,-3.388,2.658
"chr14",46500000,105600000,-3.396,2.715
"chr14",46500000,105700000,-3.342,3.239
"chr14",46500000,105800000,-3.298,3.449
"chr14",46500000,105900000,-3.299,3.268
"chr14",46500000,1.06e+08,-3.305,3.151
"chr14",46500000,106100000,-3.302,3.093
"chr14",46500000,106200000,-3.28,3.127
"chr14",46500000,106300000,-3.28,3.02
"chr14",46500000,106400000,-3.269,3.185
"chr14",46500000,106500000,-3.329,2.671
"chr14",46500000,106600000,-3.319,2.678
"chr14",46500000,106700000,-3.315,2.659
"chr14",46500000,106800000,-3.323,2.679
"chr14",46500000,106900000,-3.385,2.25
"chr14",46600000,81800000,-3.167,2.221
"chr14",46600000,81900000,-3.092,2.726
"chr14",46600000,8.2e+07,-3.053,3.096
"chr14",46600000,82100000,-3.052,3.206
"chr14",46600000,82200000,-3.051,3.188
"chr14",46600000,82300000,-3.073,3.033
"chr14",46600000,82400000,-3.082,2.837
"chr14",46600000,82500000,-3.131,2.445
"chr14",46600000,82600000,-3.175,2.163
"chr14",46600000,9.8e+07,-3.356,2.143
"chr14",46600000,98100000,-3.36,2.083
"chr14",46600000,105500000,-3.381,2.66
"chr14",46600000,105600000,-3.39,2.643
"chr14",46600000,105700000,-3.324,3.437
"chr14",46600000,105800000,-3.299,3.661
"chr14",46600000,105900000,-3.308,3.354
"chr14",46600000,1.06e+08,-3.306,3.212
"chr14",46600000,106100000,-3.295,3.244
"chr14",46600000,106200000,-3.295,3.152
"chr14",46600000,106300000,-3.289,3.053
"chr14",46600000,106400000,-3.282,3.008
"chr14",46600000,106500000,-3.325,2.741
"chr14",46600000,106600000,-3.306,2.855
"chr14",46600000,106700000,-3.309,2.756
"chr14",46600000,106800000,-3.328,2.56
"chr14",46600000,106900000,-3.338,2.561
"chr14",46700000,81800000,-3.16,2.165
"chr14",46700000,81900000,-3.109,2.567
"chr14",46700000,8.2e+07,-3.068,2.869
"chr14",46700000,82100000,-3.068,3.005
"chr14",46700000,82200000,-3.054,3.198
"chr14",46700000,82300000,-3.083,2.985
"chr14",46700000,82400000,-3.099,2.868
"chr14",46700000,82500000,-3.15,2.427
"chr14",46700000,82600000,-3.185,2.13
"chr14",46700000,9.8e+07,-3.353,2.177
"chr14",46700000,98100000,-3.361,2.104
"chr14",46700000,98300000,-3.361,2.072
"chr14",46700000,98400000,-3.359,2.039
"chr14",46700000,105600000,-3.437,2.128
"chr14",46700000,105700000,-3.375,2.784
"chr14",46700000,105800000,-3.329,3.384
"chr14",46700000,105900000,-3.328,3.375
"chr14",46700000,1.06e+08,-3.316,3.278
"chr14",46700000,106100000,-3.309,3.177
"chr14",46700000,106200000,-3.309,3.114
"chr14",46700000,106300000,-3.313,2.998
"chr14",46700000,106400000,-3.301,2.96
"chr14",46700000,106500000,-3.33,2.627
"chr14",46700000,106600000,-3.306,2.892
"chr14",46700000,106700000,-3.317,2.762
"chr14",46700000,106800000,-3.342,2.498
"chr14",46700000,106900000,-3.336,2.497
"chr14",46800000,81800000,-3.165,2.056
"chr14",46800000,81900000,-3.115,2.425
"chr14",46800000,8.2e+07,-3.073,2.782
"chr14",46800000,82100000,-3.088,2.748
"chr14",46800000,82200000,-3.061,3.047
"chr14",46800000,82300000,-3.091,2.957
"chr14",46800000,82400000,-3.132,2.671
"chr14",46800000,82500000,-3.153,2.527
"chr14",46800000,82600000,-3.188,2.198
"chr14",46800000,97900000,-3.381,2.007
"chr14",46800000,9.8e+07,-3.361,2.111
"chr14",46800000,98100000,-3.364,2.092
"chr14",46800000,98200000,-3.371,2.024
"chr14",46800000,98300000,-3.353,2.138
"chr14",46800000,98400000,-3.341,2.228
"chr14",46800000,98500000,-3.359,2.037
"chr14",46800000,105700000,-3.391,2.562
"chr14",46800000,105800000,-3.348,3.044
"chr14",46800000,105900000,-3.329,3.38
"chr14",46800000,1.06e+08,-3.309,3.566
"chr14",46800000,106100000,-3.29,3.528
"chr14",46800000,106200000,-3.296,3.299
"chr14",46800000,106300000,-3.287,3.309
"chr14",46800000,106400000,-3.278,3.296
"chr14",46800000,106500000,-3.296,3.002
"chr14",46800000,106600000,-3.271,3.091
"chr14",46800000,106700000,-3.288,3.033
"chr14",46800000,106800000,-3.317,2.77
"chr14",46800000,106900000,-3.296,2.854
"chr14",46900000,81800000,-3.151,2.147
"chr14",46900000,81900000,-3.106,2.389
"chr14",46900000,8.2e+07,-3.076,2.65
"chr14",46900000,82100000,-3.085,2.711
"chr14",46900000,82200000,-3.066,2.885
"chr14",46900000,82300000,-3.085,2.895
"chr14",46900000,82400000,-3.131,2.705
"chr14",46900000,82500000,-3.141,2.619
"chr14",46900000,82600000,-3.17,2.423
"chr14",46900000,97400000,-3.368,2.14
"chr14",46900000,97500000,-3.378,2.139
"chr14",46900000,97600000,-3.388,2.049
"chr14",46900000,9.8e+07,-3.366,2.13
"chr14",46900000,98100000,-3.373,2.015
"chr14",46900000,105700000,-3.41,2.25
"chr14",46900000,105800000,-3.362,2.838
"chr14",46900000,105900000,-3.324,3.271
"chr14",46900000,1.06e+08,-3.313,3.537
"chr14",46900000,106100000,-3.283,3.816
"chr14",46900000,106200000,-3.287,3.555
"chr14",46900000,106300000,-3.268,3.548
"chr14",46900000,106400000,-3.276,3.409
"chr14",46900000,106500000,-3.283,3.25
"chr14",46900000,106600000,-3.272,3.196
"chr14",46900000,106700000,-3.276,3.05
"chr14",46900000,106800000,-3.305,2.897
"chr14",46900000,106900000,-3.295,2.938
"chr14",4.7e+07,81900000,-3.147,2.171
"chr14",4.7e+07,8.2e+07,-3.104,2.399
"chr14",4.7e+07,82100000,-3.113,2.432
"chr14",4.7e+07,82200000,-3.101,2.615
"chr14",4.7e+07,82300000,-3.124,2.531
"chr14",4.7e+07,82400000,-3.15,2.489
"chr14",4.7e+07,82500000,-3.161,2.512
"chr14",4.7e+07,82600000,-3.199,2.25
"chr14",4.7e+07,97300000,-3.37,2.046
"chr14",4.7e+07,97400000,-3.335,2.317
"chr14",4.7e+07,97500000,-3.342,2.372
"chr14",4.7e+07,97600000,-3.363,2.273
"chr14",4.7e+07,97700000,-3.373,2.18
"chr14",4.7e+07,97800000,-3.361,2.217
"chr14",4.7e+07,97900000,-3.369,2.129
"chr14",4.7e+07,9.8e+07,-3.369,2.107
"chr14",4.7e+07,98100000,-3.373,2.074
"chr14",4.7e+07,98300000,-3.375,2.006
"chr14",4.7e+07,98400000,-3.364,2.075
"chr14",4.7e+07,105700000,-3.429,2.078
"chr14",4.7e+07,105800000,-3.395,2.391
"chr14",4.7e+07,105900000,-3.357,2.878
"chr14",4.7e+07,1.06e+08,-3.325,3.259
"chr14",4.7e+07,106100000,-3.283,3.838
"chr14",4.7e+07,106200000,-3.294,3.713
"chr14",4.7e+07,106300000,-3.281,3.61
"chr14",4.7e+07,106400000,-3.274,3.491
"chr14",4.7e+07,106500000,-3.256,3.58
"chr14",4.7e+07,106600000,-3.237,3.643
"chr14",4.7e+07,106700000,-3.257,3.31
"chr14",4.7e+07,106800000,-3.3,2.868
"chr14",4.7e+07,106900000,-3.263,3.234
"chr14",47100000,81900000,-3.169,2.056
"chr14",47100000,8.2e+07,-3.128,2.281
"chr14",47100000,82100000,-3.119,2.314
"chr14",47100000,82200000,-3.111,2.448
"chr14",47100000,82300000,-3.125,2.476
"chr14",47100000,82400000,-3.147,2.394
"chr14",47100000,82500000,-3.165,2.393
"chr14",47100000,82600000,-3.208,2.212
"chr14",47100000,97200000,-3.394,2.054
"chr14",47100000,97300000,-3.362,2.132
"chr14",47100000,97400000,-3.327,2.416
"chr14",47100000,97500000,-3.345,2.227
"chr14",47100000,97600000,-3.356,2.249
"chr14",47100000,97700000,-3.355,2.34
"chr14",47100000,97800000,-3.355,2.343
"chr14",47100000,97900000,-3.361,2.223
"chr14",47100000,9.8e+07,-3.361,2.19
"chr14",47100000,98100000,-3.357,2.2
"chr14",47100000,98200000,-3.354,2.235
"chr14",47100000,98300000,-3.358,2.133
"chr14",47100000,98400000,-3.358,2.134
"chr14",47100000,105800000,-3.413,2.225
"chr14",47100000,105900000,-3.379,2.535
"chr14",47100000,1.06e+08,-3.356,2.892
"chr14",47100000,106100000,-3.316,3.347
"chr14",47100000,106200000,-3.316,3.507
"chr14",47100000,106300000,-3.303,3.618
"chr14",47100000,106400000,-3.29,3.524
"chr14",47100000,106500000,-3.262,3.599
"chr14",47100000,106600000,-3.24,3.726
"chr14",47100000,106700000,-3.246,3.565
"chr14",47100000,106800000,-3.252,3.356
"chr14",47100000,106900000,-3.214,3.535
"chr14",47200000,81900000,-3.143,2.157
"chr14",47200000,8.2e+07,-3.112,2.384
"chr14",47200000,82100000,-3.112,2.369
"chr14",47200000,82200000,-3.094,2.457
"chr14",47200000,82300000,-3.107,2.467
"chr14",47200000,82400000,-3.132,2.432
"chr14",47200000,82500000,-3.155,2.343
"chr14",47200000,82600000,-3.204,2.152
"chr14",47200000,97200000,-3.403,2.042
"chr14",47200000,97300000,-3.363,2.345
"chr14",47200000,97400000,-3.331,2.407
"chr14",47200000,97500000,-3.364,2.097
"chr14",47200000,97600000,-3.351,2.178
"chr14",47200000,97700000,-3.334,2.438
"chr14",47200000,97800000,-3.339,2.485
"chr14",47200000,97900000,-3.343,2.444
"chr14",47200000,9.8e+07,-3.36,2.225
"chr14",47200000,98100000,-3.354,2.25
"chr14",47200000,98200000,-3.336,2.373
"chr14",47200000,98300000,-3.341,2.34
"chr14",47200000,98400000,-3.361,2.107
"chr14",47200000,105800000,-3.428,2.063
"chr14",47200000,105900000,-3.378,2.539
"chr14",47200000,1.06e+08,-3.359,2.714
"chr14",47200000,106100000,-3.32,3.234
"chr14",47200000,106200000,-3.317,3.334
"chr14",47200000,106300000,-3.291,3.758
"chr14",47200000,106400000,-3.274,3.906
"chr14",47200000,106500000,-3.224,4.147
"chr14",47200000,106600000,-3.207,4.092
"chr14",47200000,106700000,-3.206,4.023
"chr14",47200000,106800000,-3.197,3.976
"chr14",47200000,106900000,-3.167,4.04
"chr14",47300000,81900000,-3.111,2.251
"chr14",47300000,8.2e+07,-3.097,2.419
"chr14",47300000,82100000,-3.116,2.363
"chr14",47300000,82200000,-3.109,2.387
"chr14",47300000,82300000,-3.127,2.27
"chr14",47300000,82400000,-3.152,2.212
"chr14",47300000,82500000,-3.193,2.071
"chr14",47300000,97200000,-3.376,2.393
"chr14",47300000,97300000,-3.342,2.613
"chr14",47300000,97400000,-3.312,2.82
"chr14",47300000,97500000,-3.339,2.33
"chr14",47300000,97600000,-3.327,2.415
"chr14",47300000,97700000,-3.316,2.476
"chr14",47300000,97800000,-3.325,2.518
"chr14",47300000,97900000,-3.33,2.567
"chr14",47300000,9.8e+07,-3.351,2.371
"chr14",47300000,98100000,-3.364,2.197
"chr14",47300000,98200000,-3.353,2.261
"chr14",47300000,98300000,-3.345,2.303
"chr14",47300000,98400000,-3.365,2.141
"chr14",47300000,105800000,-3.428,2.041
"chr14",47300000,105900000,-3.371,2.579
"chr14",47300000,1.06e+08,-3.351,2.784
"chr14",47300000,106100000,-3.306,3.189
"chr14",47300000,106200000,-3.296,3.462
"chr14",47300000,106300000,-3.284,3.652
"chr14",47300000,106400000,-3.261,4.058
"chr14",47300000,106500000,-3.218,4.461
"chr14",47300000,106600000,-3.208,4.299
"chr14",47300000,106700000,-3.203,4.132
"chr14",47300000,106800000,-3.204,4.036
"chr14",47300000,106900000,-3.19,4.041
"chr14",47400000,81900000,-3.11,2.182
"chr14",47400000,8.2e+07,-3.092,2.359
"chr14",47400000,82100000,-3.11,2.343
"chr14",47400000,82200000,-3.112,2.385
"chr14",47400000,82300000,-3.128,2.282
"chr14",47400000,82400000,-3.151,2.136
"chr14",47400000,82500000,-3.182,2.034
"chr14",47400000,97200000,-3.368,2.491
"chr14",47400000,97300000,-3.333,2.809
"chr14",47400000,97400000,-3.296,3.049
"chr14",47400000,97500000,-3.324,2.708
"chr14",47400000,97600000,-3.315,2.542
"chr14",47400000,97700000,-3.304,2.61
"chr14",47400000,97800000,-3.321,2.429
"chr14",47400000,97900000,-3.339,2.395
"chr14",47400000,9.8e+07,-3.366,2.248
"chr14",47400000,98100000,-3.373,2.178
"chr14",47400000,98200000,-3.365,2.183
"chr14",47400000,98300000,-3.368,2.136
"chr14",47400000,105700000,-3.399,2.182
"chr14",47400000,105800000,-3.386,2.305
"chr14",47400000,105900000,-3.332,2.887
"chr14",47400000,1.06e+08,-3.317,3.056
"chr14",47400000,106100000,-3.292,3.319
"chr14",47400000,106200000,-3.285,3.383
"chr14",47400000,106300000,-3.273,3.677
"chr14",47400000,106400000,-3.271,3.781
"chr14",47400000,106500000,-3.247,4.201
"chr14",47400000,106600000,-3.241,4.239
"chr14",47400000,106700000,-3.243,3.966
"chr14",47400000,106800000,-3.232,3.872
"chr14",47400000,106900000,-3.251,3.624
"chr14",47500000,81900000,-3.122,2.062
"chr14",47500000,8.2e+07,-3.101,2.227
"chr14",47500000,82100000,-3.112,2.246
"chr14",47500000,82200000,-3.123,2.269
"chr14",47500000,82300000,-3.137,2.242
"chr14",47500000,82400000,-3.157,2.115
"chr14",47500000,97200000,-3.372,2.435
"chr14",47500000,97300000,-3.326,2.905
"chr14",47500000,97400000,-3.29,3.224
"chr14",47500000,97500000,-3.326,2.767
"chr14",47500000,97600000,-3.328,2.668
"chr14",47500000,97700000,-3.318,2.513
"chr14",47500000,97800000,-3.33,2.391
"chr14",47500000,97900000,-3.349,2.192
"chr14",47500000,98100000,-3.38,2.124
"chr14",47500000,98200000,-3.362,2.28
"chr14",47500000,98300000,-3.362,2.209
"chr14",47500000,105700000,-3.404,2.175
"chr14",47500000,105800000,-3.397,2.201
"chr14",47500000,105900000,-3.357,2.549
"chr14",47500000,1.06e+08,-3.354,2.695
"chr14",47500000,106100000,-3.34,2.853
"chr14",47500000,106200000,-3.32,3.068
"chr14",47500000,106300000,-3.306,3.198
"chr14",47500000,106400000,-3.314,3.29
"chr14",47500000,106500000,-3.282,3.67
"chr14",47500000,106600000,-3.276,3.905
"chr14",47500000,106700000,-3.266,3.984
"chr14",47500000,106800000,-3.25,3.898
"chr14",47500000,106900000,-3.278,3.456
"chr14",47600000,8.2e+07,-3.111,2.118
"chr14",47600000,82100000,-3.133,2.056
"chr14",47600000,82200000,-3.136,2.116
"chr14",47600000,82300000,-3.155,2.089
"chr14",47600000,97200000,-3.4,2.133
"chr14",47600000,97300000,-3.346,2.689
"chr14",47600000,97400000,-3.304,3.123
"chr14",47600000,97500000,-3.34,2.741
"chr14",47600000,97600000,-3.35,2.545
"chr14",47600000,97700000,-3.34,2.553
"chr14",47600000,97800000,-3.356,2.187
"chr14",47600000,97900000,-3.362,2.112
"chr14",47600000,98200000,-3.383,2.097
"chr14",47600000,98300000,-3.377,2.143
"chr14",47600000,105700000,-3.393,2.239
"chr14",47600000,105800000,-3.376,2.418
"chr14",47600000,105900000,-3.356,2.557
"chr14",47600000,1.06e+08,-3.349,2.622
"chr14",47600000,106100000,-3.347,2.756
"chr14",47600000,106200000,-3.331,2.936
"chr14",47600000,106300000,-3.31,3.157
"chr14",47600000,106400000,-3.32,3.064
"chr14",47600000,106500000,-3.287,3.543
"chr14",47600000,106600000,-3.276,3.726
"chr14",47600000,106700000,-3.27,3.972
"chr14",47600000,106800000,-3.236,4.285
"chr14",47600000,106900000,-3.262,3.79
"chr14",47700000,81900000,-3.123,2.011
"chr14",47700000,8.2e+07,-3.098,2.161
"chr14",47700000,82100000,-3.118,2.084
"chr14",47700000,82200000,-3.11,2.179
"chr14",47700000,82300000,-3.136,2.113
"chr14",47700000,97300000,-3.399,2.148
"chr14",47700000,97400000,-3.361,2.542
"chr14",47700000,97500000,-3.403,2.152
"chr14",47700000,97600000,-3.402,2.135
"chr14",47700000,97700000,-3.372,2.331
"chr14",47700000,97800000,-3.382,2.166
"chr14",47700000,98300000,-3.38,2.123
"chr14",47700000,105700000,-3.394,2.129
"chr14",47700000,105800000,-3.372,2.427
"chr14",47700000,105900000,-3.357,2.593
"chr14",47700000,1.06e+08,-3.352,2.596
"chr14",47700000,106100000,-3.347,2.638
"chr14",47700000,106200000,-3.314,3.052
"chr14",47700000,106300000,-3.29,3.299
"chr14",47700000,106400000,-3.301,3.241
"chr14",47700000,106500000,-3.271,3.512
"chr14",47700000,106600000,-3.253,3.865
"chr14",47700000,106700000,-3.238,4.093
"chr14",47700000,106800000,-3.2,4.664
"chr14",47700000,106900000,-3.255,4.094
"chr14",47800000,8.2e+07,-3.095,2.156
"chr14",47800000,82200000,-3.113,2.106
"chr14",47800000,97400000,-3.363,2.484
"chr14",47800000,97500000,-3.412,2.046
"chr14",47800000,97600000,-3.404,2.138
"chr14",47800000,97700000,-3.389,2.266
"chr14",47800000,97800000,-3.405,2.016
"chr14",47800000,97900000,-3.379,2.188
"chr14",47800000,105900000,-3.388,2.285
"chr14",47800000,1.06e+08,-3.367,2.503
"chr14",47800000,106100000,-3.36,2.524
"chr14",47800000,106200000,-3.313,2.929
"chr14",47800000,106300000,-3.275,3.397
"chr14",47800000,106400000,-3.29,3.305
"chr14",47800000,106500000,-3.252,3.685
"chr14",47800000,106600000,-3.241,3.782
"chr14",47800000,106700000,-3.238,4.001
"chr14",47800000,106800000,-3.213,4.337
"chr14",47800000,106900000,-3.273,3.937
"chr14",47900000,8.2e+07,-3.124,2.009
"chr14",47900000,82200000,-3.126,2.016
"chr14",47900000,97200000,-3.407,2.047
"chr14",47900000,97300000,-3.395,2.139
"chr14",47900000,97400000,-3.354,2.518
"chr14",47900000,97500000,-3.408,2.062
"chr14",47900000,97600000,-3.416,2.013
"chr14",47900000,97700000,-3.403,2.152
"chr14",47900000,105900000,-3.366,2.368
"chr14",47900000,1.06e+08,-3.341,2.698
"chr14",47900000,106100000,-3.345,2.694
"chr14",47900000,106200000,-3.296,3.076
"chr14",47900000,106300000,-3.257,3.417
"chr14",47900000,106400000,-3.268,3.46
"chr14",47900000,106500000,-3.252,3.639
"chr14",47900000,106600000,-3.242,3.776
"chr14",47900000,106700000,-3.249,3.711
"chr14",47900000,106800000,-3.22,4.177
"chr14",47900000,106900000,-3.281,3.683
"chr14",4.8e+07,97400000,-3.387,2.207
"chr14",4.8e+07,105700000,-3.402,2.04
"chr14",4.8e+07,105800000,-3.391,2.062
"chr14",4.8e+07,105900000,-3.35,2.408
"chr14",4.8e+07,1.06e+08,-3.324,2.716
"chr14",4.8e+07,106100000,-3.335,2.745
"chr14",4.8e+07,106200000,-3.29,3.174
"chr14",4.8e+07,106300000,-3.244,3.53
"chr14",4.8e+07,106400000,-3.264,3.351
"chr14",4.8e+07,106500000,-3.249,3.632
"chr14",4.8e+07,106600000,-3.234,3.803
"chr14",4.8e+07,106700000,-3.244,3.757
"chr14",4.8e+07,106800000,-3.208,4.077
"chr14",4.8e+07,106900000,-3.273,3.671
"chr14",48100000,105700000,-3.391,2.253
"chr14",48100000,105800000,-3.374,2.268
"chr14",48100000,105900000,-3.356,2.344
"chr14",48100000,1.06e+08,-3.338,2.506
"chr14",48100000,106100000,-3.338,2.599
"chr14",48100000,106200000,-3.3,3.052
"chr14",48100000,106300000,-3.256,3.477
"chr14",48100000,106400000,-3.262,3.371
"chr14",48100000,106500000,-3.244,3.528
"chr14",48100000,106600000,-3.218,3.905
"chr14",48100000,106700000,-3.215,3.978
"chr14",48100000,106800000,-3.196,4.197
"chr14",48100000,106900000,-3.231,3.869
"chr14",48200000,98300000,-3.393,2.058
"chr14",48200000,105700000,-3.41,2.022
"chr14",48200000,105800000,-3.396,2.204
"chr14",48200000,105900000,-3.372,2.291
"chr14",48200000,1.06e+08,-3.345,2.438
"chr14",48200000,106100000,-3.349,2.411
"chr14",48200000,106200000,-3.312,2.819
"chr14",48200000,106300000,-3.267,3.341
"chr14",48200000,106400000,-3.267,3.379
"chr14",48200000,106500000,-3.247,3.506
"chr14",48200000,106600000,-3.225,3.691
"chr14",48200000,106700000,-3.233,3.769
"chr14",48200000,106800000,-3.202,4.095
"chr14",48200000,106900000,-3.233,3.861
"chr14",48300000,98300000,-3.376,2.298
"chr14",48300000,98400000,-3.395,2.04
"chr14",48300000,105800000,-3.394,2.152
"chr14",48300000,105900000,-3.365,2.476
"chr14",48300000,1.06e+08,-3.344,2.525
"chr14",48300000,106100000,-3.337,2.501
"chr14",48300000,106200000,-3.303,2.789
"chr14",48300000,106300000,-3.281,3.075
"chr14",48300000,106400000,-3.277,3.249
"chr14",48300000,106500000,-3.268,3.369
"chr14",48300000,106600000,-3.245,3.522
"chr14",48300000,106700000,-3.252,3.461
"chr14",48300000,106800000,-3.241,3.696
"chr14",48300000,106900000,-3.275,3.433
"chr14",48400000,98300000,-3.409,2.073
"chr14",48400000,98500000,-3.389,2.103
"chr14",48400000,105800000,-3.375,2.309
"chr14",48400000,105900000,-3.345,2.575
"chr14",48400000,1.06e+08,-3.325,2.83
"chr14",48400000,106100000,-3.333,2.61
"chr14",48400000,106200000,-3.301,2.791
"chr14",48400000,106300000,-3.282,2.956
"chr14",48400000,106400000,-3.288,3.015
"chr14",48400000,106500000,-3.282,3.209
"chr14",48400000,106600000,-3.267,3.377
"chr14",48400000,106700000,-3.278,3.238
"chr14",48400000,106800000,-3.262,3.374
"chr14",48400000,106900000,-3.296,3.212
"chr14",48500000,105800000,-3.362,2.299
"chr14",48500000,105900000,-3.322,2.757
"chr14",48500000,1.06e+08,-3.305,2.921
"chr14",48500000,106100000,-3.323,2.851
"chr14",48500000,106200000,-3.304,2.856
"chr14",48500000,106300000,-3.298,2.818
"chr14",48500000,106400000,-3.304,2.782
"chr14",48500000,106500000,-3.306,2.863
"chr14",48500000,106600000,-3.294,3.106
"chr14",48500000,106700000,-3.309,3.007
"chr14",48500000,106800000,-3.287,3.154
"chr14",48500000,106900000,-3.319,2.878
"chr14",48600000,105900000,-3.363,2.292
"chr14",48600000,1.06e+08,-3.336,2.642
"chr14",48600000,106100000,-3.346,2.568
"chr14",48600000,106200000,-3.332,2.769
"chr14",48600000,106300000,-3.318,2.736
"chr14",48600000,106400000,-3.325,2.598
"chr14",48600000,106500000,-3.308,2.746
"chr14",48600000,106600000,-3.302,2.9
"chr14",48600000,106700000,-3.324,2.841
"chr14",48600000,106800000,-3.304,3.055
"chr14",48600000,106900000,-3.313,2.927
"chr14",48700000,1.06e+08,-3.37,2.237
"chr14",48700000,106100000,-3.372,2.334
"chr14",48700000,106200000,-3.347,2.556
"chr14",48700000,106300000,-3.326,2.818
"chr14",48700000,106400000,-3.326,2.669
"chr14",48700000,106500000,-3.302,2.787
"chr14",48700000,106600000,-3.289,2.901
"chr14",48700000,106700000,-3.308,2.851
"chr14",48700000,106800000,-3.285,3.178
"chr14",48700000,106900000,-3.303,3.066
"chr14",48800000,1.06e+08,-3.37,2.152
"chr14",48800000,106100000,-3.362,2.301
"chr14",48800000,106200000,-3.332,2.673
"chr14",48800000,106300000,-3.318,2.806
"chr14",48800000,106400000,-3.321,2.865
"chr14",48800000,106500000,-3.3,2.89
"chr14",48800000,106600000,-3.3,2.806
"chr14",48800000,106700000,-3.317,2.669
"chr14",48800000,106800000,-3.298,2.937
"chr14",48800000,106900000,-3.336,2.738
"chr14",48900000,105900000,-3.331,2.202
"chr14",48900000,1.06e+08,-3.314,2.464
"chr14",48900000,106100000,-3.313,2.611
"chr14",48900000,106200000,-3.309,2.742
"chr14",48900000,106300000,-3.298,2.966
"chr14",48900000,106400000,-3.295,3.006
"chr14",48900000,106500000,-3.293,3.109
"chr14",48900000,106600000,-3.301,2.881
"chr14",48900000,106700000,-3.316,2.674
"chr14",48900000,106800000,-3.304,2.778
"chr14",48900000,106900000,-3.328,2.683
"chr14",4.9e+07,106100000,-3.356,2.138
"chr14",4.9e+07,106200000,-3.344,2.362
"chr14",4.9e+07,106300000,-3.303,2.792
"chr14",4.9e+07,106400000,-3.293,3.009
"chr14",4.9e+07,106500000,-3.291,3.041
"chr14",4.9e+07,106600000,-3.283,3.198
"chr14",4.9e+07,106700000,-3.292,2.958
"chr14",4.9e+07,106800000,-3.275,3.007
"chr14",4.9e+07,106900000,-3.299,2.818
"chr14",49100000,106200000,-3.361,2.098
"chr14",49100000,106300000,-3.319,2.56
"chr14",49100000,106400000,-3.303,2.79
"chr14",49100000,106500000,-3.287,3.059
"chr14",49100000,106600000,-3.275,3.178
"chr14",49100000,106700000,-3.275,3.275
"chr14",49100000,106800000,-3.259,3.233
"chr14",49100000,106900000,-3.269,3.057
"chr14",49200000,106300000,-3.347,2.204
"chr14",49200000,106400000,-3.329,2.482
"chr14",49200000,106500000,-3.311,2.729
"chr14",49200000,106600000,-3.293,3.011
"chr14",49200000,106700000,-3.282,3.116
"chr14",49200000,106800000,-3.262,3.382
"chr14",49200000,106900000,-3.265,3.177
"chr14",49300000,106400000,-3.368,2.049
"chr14",49300000,106500000,-3.371,2.142
"chr14",49300000,106600000,-3.346,2.433
"chr14",49300000,106700000,-3.341,2.601
"chr14",49300000,106800000,-3.322,2.77
"chr14",49300000,106900000,-3.327,2.816
"chr14",49400000,106700000,-3.392,2.053
"chr14",49400000,106800000,-3.374,2.314
"chr14",49400000,106900000,-3.38,2.278
"chr14",49500000,106900000,-3.403,2.061
"chr14",49700000,99400000,-3.409,2.081
"chr14",49700000,99500000,-3.407,2.112
"chr14",49700000,99600000,-3.363,2.513
"chr14",49700000,99700000,-3.358,2.466
"chr14",49700000,99800000,-3.388,2.106
"chr14",49800000,99500000,-3.406,2.109
"chr14",49800000,99600000,-3.357,2.602
"chr14",49800000,99700000,-3.331,2.825
"chr14",49800000,99800000,-3.347,2.566
"chr14",49800000,99900000,-3.388,2.105
"chr14",49900000,99500000,-3.406,2.078
"chr14",49900000,99600000,-3.343,2.724
"chr14",49900000,99700000,-3.291,3.249
"chr14",49900000,99800000,-3.307,3.064
"chr14",49900000,99900000,-3.346,2.581
"chr14",49900000,1e+08,-3.388,2.112
"chr14",5e+07,99600000,-3.371,2.415
"chr14",5e+07,99700000,-3.333,2.814
"chr14",5e+07,99800000,-3.331,2.853
"chr14",5e+07,99900000,-3.354,2.601
"chr14",5e+07,1e+08,-3.394,2.119
"chr14",50100000,99600000,-3.353,2.519
"chr14",50100000,99700000,-3.32,2.898
"chr14",50100000,99800000,-3.304,3.097
"chr14",50100000,99900000,-3.323,2.937
"chr14",50100000,1e+08,-3.36,2.543
"chr14",50100000,103300000,-3.325,2.074
"chr14",50200000,99600000,-3.382,2.262
"chr14",50200000,99700000,-3.32,2.84
"chr14",50200000,99800000,-3.291,3.179
"chr14",50200000,99900000,-3.298,3.159
"chr14",50200000,1e+08,-3.346,2.708
"chr14",50300000,99600000,-3.394,2.172
"chr14",50300000,99700000,-3.345,2.605
"chr14",50300000,99800000,-3.307,2.962
"chr14",50300000,99900000,-3.313,2.965
"chr14",50300000,1e+08,-3.344,2.708
"chr14",50400000,99700000,-3.372,2.378
"chr14",50400000,99800000,-3.337,2.684
"chr14",50400000,99900000,-3.337,2.671
"chr14",50400000,1e+08,-3.359,2.532
"chr14",50500000,99700000,-3.373,2.368
"chr14",50500000,99800000,-3.344,2.648
"chr14",50500000,99900000,-3.338,2.675
"chr14",50500000,1e+08,-3.346,2.59
